,PC6,bus_count,metro_count,tram_count,number_of_charger,total_capacity,parking_count,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area,December 2022_EV,December 2022_hybrid,2022_0_to_10,2022_10_to_20,2022_20_to_30,2022_20_to_30,2022_40_to_50,2019.0_household,2019.0_income_1_to_40_percent,2019.0_income_41_to_80_percent,2019.0_income_81_to_100_percent,2019.0_income_average,2019.0_assets_1_to_40_percent,2019.0_assets_41_to_80_percent,2019.0_assets_81_to_100_percent,2019.0_assets_average,2019.0_Gemiddelde SES WOA totaalscore
10518,1068EP,0.0,0.0,1.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10519,1068ER,0.0,0.0,0.0,1.0,22.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10520,1068ER,0.0,0.0,0.0,1.0,11.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10521,1068ES,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10522,1068ET,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10523,1068EV,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10524,1068EX,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10525,1068GA,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10526,1068GB,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10527,1068GC,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10528,1068GD,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10529,1068GE,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10530,1068GG,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10531,1068GH,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10532,1068GJ,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10533,1068GK,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10534,1068GL,0.0,0.0,0.0,2.0,22.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10535,1068GR,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10536,1068GV,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10537,1068GW,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10538,1068GX,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10539,1068GZ,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10540,1068HP,0.0,0.0,0.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10541,1068HV,0.0,0.0,0.0,1.0,22.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10542,1068HW,0.0,0.0,0.0,1.0,11.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10543,1068HX,0.0,0.0,0.0,1.0,11.0,0.0,3.3185,20.37465,0.63475,3.7336,0.0,0.0,6.3276,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10544,1068HZ,0.0,0.0,0.0,1.0,11.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10545,1068JA,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10546,1068JB,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10547,1068JC,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10548,1068JD,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10549,1068JE,0.0,0.0,1.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10550,1068JG,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10551,1068JH,0.0,0.0,0.0,1.0,11.0,0.0,3.5182,26.49165,0.0,7.5751,0.0,0.0,2.149,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10552,1068JJ,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10553,1068JK,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10554,1068JL,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10555,1068JM,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10556,1068JN,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10557,1068JP,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10558,1068JR,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10559,1068JS,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10560,1068JT,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10561,1068JV,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10562,1068JW,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10563,1068JX,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10564,1068JZ,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10565,1068KA,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10566,1068KC,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10567,1068KD,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10568,1068KE,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10569,1068KG,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10570,1068KH,0.0,0.0,0.0,1.0,11.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10571,1068KJ,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10572,1068KK,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10573,1068KL,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10574,1068KM,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10575,1068KN,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10576,1068KP,0.0,0.0,0.0,1.0,11.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10577,1068KR,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10578,1068KS,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10579,1068KT,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10580,1068KV,0.0,0.0,0.0,1.0,22.0,0.0,2.0077,18.969,0.0,0.0,0.0,0.0,2.3746,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10581,1068KW,0.0,0.0,0.0,0.0,0.0,0.0,2.0077,18.969,0.0,0.0,0.0,0.0,2.3746,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10582,1068KX,0.0,0.0,0.0,0.0,0.0,0.0,2.0077,18.969,0.0,0.0,0.0,0.0,2.3746,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10583,1068KZ,0.0,0.0,0.0,1.0,11.0,0.0,2.0077,18.969,0.0,0.0,0.0,0.0,2.3746,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10584,1068LH,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10585,1068LJ,0.0,0.0,0.0,1.0,11.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10586,1068LK,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10587,1068LL,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10588,1068LM,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10589,1068LN,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10590,1068LP,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10591,1068LR,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10592,1068LS,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10593,1068LT,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10594,1068LV,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10595,1068LW,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10596,1068LX,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10597,1068LZ,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10598,1068MA,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10599,1068MB,0.0,0.0,0.0,1.0,11.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10600,1068MC,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10601,1068MD,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10602,1068ME,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10603,1068MG,0.0,0.0,0.0,1.0,11.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10604,1068MK,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10605,1068MN,0.0,0.0,1.0,0.0,0.0,0.0,1.9628,24.9549,1.2695,1.6029,0.0,0.0,11.4451,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10606,1068MP,0.0,0.0,0.0,2.0,33.0,0.0,3.3185,20.37465,0.63475,3.7336,0.0,0.0,6.3276,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10607,1068MS,0.0,0.0,0.0,1.0,22.0,0.0,4.6742,15.7944,0.0,5.8643,0.0,0.0,1.2101,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10608,1068MT,0.0,0.0,0.0,0.0,0.0,0.0,0.901,29.6273,0.0,0.9095,0.0,0.0,1.5648,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10609,1068MV,0.0,0.0,0.0,1.0,22.0,0.0,3.3185,20.37465,0.63475,3.7336,0.0,0.0,6.3276,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10610,1068MX,0.0,0.0,0.0,0.0,0.0,0.0,4.6742,15.7944,0.0,5.8643,0.0,0.0,1.2101,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10611,1068MZ,0.0,0.0,0.0,0.0,0.0,0.0,4.6742,15.7944,0.0,5.8643,0.0,0.0,1.2101,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10612,1068NA,0.0,0.0,0.0,0.0,0.0,0.0,3.5182,26.49165,0.0,7.5751,0.0,0.0,2.149,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10613,1068NB,0.0,0.0,0.0,0.0,0.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10614,1068NC,0.0,0.0,0.0,1.0,22.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
10615,1068ND,0.0,0.0,0.0,1.0,22.0,0.0,2.3622,37.1889,0.0,9.2859,0.0,0.0,3.0879,71.0,83.0,1875.0,1785.0,3040.0,3040.0,1985.0,8500.0,58.9,28.6,12.5,39.1,61.9,28.3,9.8,38.4,-0.358
